Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people,Daily new confirmed cases of COVID-19 per million people Annotations
Nepal,NPL,2020-07-18,3.466,
Nepal,NPL,2020-07-19,1.956,
Nepal,NPL,2020-07-20,5.354,
Nepal,NPL,2020-07-21,6.384,
Nepal,NPL,2020-07-22,3.432,
Nepal,NPL,2020-07-23,5.148,
Nepal,NPL,2020-07-24,5.045,
Nepal,NPL,2020-07-25,4.565,
Nepal,NPL,2020-07-26,3.741,
Nepal,NPL,2020-07-27,4.462,
Nepal,NPL,2020-07-28,4.771,
Nepal,NPL,2020-07-29,10.674,
Nepal,NPL,2020-07-30,7.207,
Nepal,NPL,2020-07-31,9.404,
Nepal,NPL,2020-08-01,7.688,
Nepal,NPL,2020-08-02,10.811,
Nepal,NPL,2020-08-03,8.443,
Nepal,NPL,2020-08-04,14.346,
Nepal,NPL,2020-08-05,8.889,
Nepal,NPL,2020-08-06,13.076,
Nepal,NPL,2020-08-07,12.356,
Nepal,NPL,2020-08-08,15.925,
Nepal,NPL,2020-08-09,12.973,
Nepal,NPL,2020-08-10,13.042,
Nepal,NPL,2020-08-11,11.6,
Nepal,NPL,2020-08-12,21.897,
Nepal,NPL,2020-08-13,16.611,
Nepal,NPL,2020-08-14,18.018,
Nepal,NPL,2020-08-15,20.387,
Nepal,NPL,2020-08-16,16.062,
Nepal,NPL,2020-08-17,22,
Nepal,NPL,2020-08-18,19.94,
Nepal,NPL,2020-08-19,34.87,
Nepal,NPL,2020-08-20,23.372,
Nepal,NPL,2020-08-21,24.265,
Nepal,NPL,2020-08-22,28.761,
Nepal,NPL,2020-08-23,21.759,
Nepal,NPL,2020-08-24,28.074,
Nepal,NPL,2020-08-25,25.5,
Nepal,NPL,2020-08-26,29.344,
Nepal,NPL,2020-08-27,30.374,
Nepal,NPL,2020-08-28,38.13,
Nepal,NPL,2020-08-29,31.815,
Nepal,NPL,2020-08-30,30.34,
Nepal,NPL,2020-08-31,41.906,
Nepal,NPL,2020-09-01,30.854,
Nepal,NPL,2020-09-02,36.689,
Nepal,NPL,2020-09-03,38.439,
Nepal,NPL,2020-09-04,42.146,
Nepal,NPL,2020-09-05,46.642,
Nepal,NPL,2020-09-06,35.728,
Nepal,NPL,2020-09-07,33.634,
Nepal,NPL,2020-09-08,33.6,
Nepal,NPL,2020-09-09,30.957,
Nepal,NPL,2020-09-10,37.101,
Nepal,NPL,2020-09-11,42.764,
Nepal,NPL,2020-09-12,49.903,
Nepal,NPL,2020-09-13,41.219,
Nepal,NPL,2020-09-14,35.659,
Nepal,NPL,2020-09-15,40.155,
Netherlands,NLD,2019-12-31,0,
Netherlands,NLD,2020-01-01,0,
Netherlands,NLD,2020-01-02,0,
Netherlands,NLD,2020-01-03,0,
Netherlands,NLD,2020-01-04,0,
Netherlands,NLD,2020-01-05,0,
Netherlands,NLD,2020-01-06,0,
Netherlands,NLD,2020-01-07,0,
Netherlands,NLD,2020-01-08,0,
Netherlands,NLD,2020-01-09,0,
Netherlands,NLD,2020-01-10,0,
Netherlands,NLD,2020-01-11,0,
Netherlands,NLD,2020-01-12,0,
Netherlands,NLD,2020-01-13,0,
Netherlands,NLD,2020-01-14,0,
Netherlands,NLD,2020-01-15,0,
Netherlands,NLD,2020-01-16,0,
Netherlands,NLD,2020-01-17,0,
Netherlands,NLD,2020-01-18,0,
Netherlands,NLD,2020-01-19,0,
Netherlands,NLD,2020-01-20,0,
Netherlands,NLD,2020-01-21,0,
Netherlands,NLD,2020-01-22,0,
Netherlands,NLD,2020-01-23,0,
Netherlands,NLD,2020-01-24,0,
Netherlands,NLD,2020-01-25,0,
Netherlands,NLD,2020-01-26,0,
Netherlands,NLD,2020-01-27,0,
Netherlands,NLD,2020-01-28,0,
Netherlands,NLD,2020-01-29,0,
Netherlands,NLD,2020-01-30,0,
Netherlands,NLD,2020-01-31,0,
Netherlands,NLD,2020-02-01,0,
Netherlands,NLD,2020-02-02,0,
Netherlands,NLD,2020-02-03,0,
Netherlands,NLD,2020-02-04,0,
Netherlands,NLD,2020-02-05,0,
Netherlands,NLD,2020-02-06,0,
Netherlands,NLD,2020-02-07,0,
Netherlands,NLD,2020-02-08,0,
Netherlands,NLD,2020-02-09,0,
Netherlands,NLD,2020-02-10,0,
Netherlands,NLD,2020-02-11,0,
Netherlands,NLD,2020-02-12,0,
Netherlands,NLD,2020-02-13,0,
Netherlands,NLD,2020-02-14,0,
Netherlands,NLD,2020-02-15,0,
Netherlands,NLD,2020-02-16,0,
Netherlands,NLD,2020-02-17,0,
Netherlands,NLD,2020-02-18,0,
Netherlands,NLD,2020-02-19,0,
Netherlands,NLD,2020-02-20,0,
Netherlands,NLD,2020-02-21,0,
Netherlands,NLD,2020-02-22,0,
Netherlands,NLD,2020-02-23,0,
Netherlands,NLD,2020-02-24,0,
Netherlands,NLD,2020-02-25,0,
Netherlands,NLD,2020-02-26,0,
Netherlands,NLD,2020-02-27,0,
Netherlands,NLD,2020-02-28,0.058,
Netherlands,NLD,2020-02-29,0.058,
Netherlands,NLD,2020-03-01,0.292,
Netherlands,NLD,2020-03-02,0.35,
Netherlands,NLD,2020-03-03,0.292,
Netherlands,NLD,2020-03-04,0.584,
Netherlands,NLD,2020-03-05,0.584,
Netherlands,NLD,2020-03-06,2.568,
Netherlands,NLD,2020-03-07,2.685,
Netherlands,NLD,2020-03-08,3.502,
Netherlands,NLD,2020-03-09,4.494,
Netherlands,NLD,2020-03-10,3.268,
Netherlands,NLD,2020-03-11,3.56,
Netherlands,NLD,2020-03-12,7.062,
Netherlands,NLD,2020-03-13,6.478,
Netherlands,NLD,2020-03-14,11.088,
Netherlands,NLD,2020-03-15,9.046,
Netherlands,NLD,2020-03-16,10.271,
Netherlands,NLD,2020-03-17,16.224,
Netherlands,NLD,2020-03-18,17.041,
Netherlands,NLD,2020-03-19,20.193,
Netherlands,NLD,2020-03-20,23.869,
Netherlands,NLD,2020-03-21,31.165,
Netherlands,NLD,2020-03-22,37.176,
Netherlands,NLD,2020-03-23,33.441,
Netherlands,NLD,2020-03-24,31.806,
Netherlands,NLD,2020-03-25,47.33,
Netherlands,NLD,2020-03-26,49.723,
Netherlands,NLD,2020-03-27,59.469,
Netherlands,NLD,2020-03-28,68.399,
Netherlands,NLD,2020-03-29,67.64,
Netherlands,NLD,2020-03-30,64.43,
Netherlands,NLD,2020-03-31,51.591,
Netherlands,NLD,2020-04-01,49.315,
Netherlands,NLD,2020-04-02,59.469,
Netherlands,NLD,2020-04-03,63.204,
Netherlands,NLD,2020-04-04,59.878,
Netherlands,NLD,2020-04-05,52.758,
Netherlands,NLD,2020-04-06,71.433,
Netherlands,NLD,2020-04-07,55.559,
Netherlands,NLD,2020-04-08,45.346,
Netherlands,NLD,2020-04-09,56.551,
Netherlands,NLD,2020-04-10,70.791,
Netherlands,NLD,2020-04-11,77.911,
Netherlands,NLD,2020-04-12,76.802,
Netherlands,NLD,2020-04-13,68.515,
Netherlands,NLD,2020-04-14,56.26,
Netherlands,NLD,2020-04-15,50.657,
Netherlands,NLD,2020-04-16,42.837,
Netherlands,NLD,2020-04-17,61.921,
Netherlands,NLD,2020-04-18,72.075,
Netherlands,NLD,2020-04-19,66.531,
Netherlands,NLD,2020-04-20,62.212,
Netherlands,NLD,2020-04-21,43.77,
Netherlands,NLD,2020-04-22,42.545,
Netherlands,NLD,2020-04-23,41.319,
Netherlands,NLD,2020-04-24,51.766,
Netherlands,NLD,2020-04-25,47.039,
Netherlands,NLD,2020-04-26,38.226,
Netherlands,NLD,2020-04-27,38.226,
Netherlands,NLD,2020-04-28,23.344,
Netherlands,NLD,2020-04-29,9.98,
Netherlands,NLD,2020-04-30,22.527,
Netherlands,NLD,2020-05-01,29.997,
Netherlands,NLD,2020-05-02,27.721,
Netherlands,NLD,2020-05-03,25.97,
Netherlands,NLD,2020-05-04,19.551,
Netherlands,NLD,2020-05-05,11.614,
Netherlands,NLD,2020-05-06,18.5,
Netherlands,NLD,2020-05-07,13.54,
Netherlands,NLD,2020-05-08,26.554,
Netherlands,NLD,2020-05-09,18.617,
Netherlands,NLD,2020-05-10,16.866,
Netherlands,NLD,2020-05-11,14.298,
Netherlands,NLD,2020-05-12,9.396,
Netherlands,NLD,2020-05-13,11.439,
Netherlands,NLD,2020-05-14,13.248,
Netherlands,NLD,2020-05-15,15.757,
Netherlands,NLD,2020-05-16,11.672,
Netherlands,NLD,2020-05-17,11.03,
Netherlands,NLD,2020-05-18,7.295,
Netherlands,NLD,2020-05-19,8.521,
Netherlands,NLD,2020-05-20,6.303,
Netherlands,NLD,2020-05-21,11.555,
Netherlands,NLD,2020-05-22,14.765,
Netherlands,NLD,2020-05-23,10.972,
Netherlands,NLD,2020-05-24,10.271,
Netherlands,NLD,2020-05-25,10.038,
Netherlands,NLD,2020-05-26,12.197,
Netherlands,NLD,2020-05-27,7.762,
Netherlands,NLD,2020-05-28,11.088,
Netherlands,NLD,2020-05-29,10.622,
Netherlands,NLD,2020-05-30,10.271,
Netherlands,NLD,2020-05-31,7.645,
Netherlands,NLD,2020-06-01,10.797,
Netherlands,NLD,2020-06-02,6.011,
Netherlands,NLD,2020-06-03,5.953,
Netherlands,NLD,2020-06-04,5.019,
Netherlands,NLD,2020-06-05,12.197,
Netherlands,NLD,2020-06-06,12.256,
Netherlands,NLD,2020-06-07,10.68,
Netherlands,NLD,2020-06-08,13.948,
Netherlands,NLD,2020-06-09,9.629,
Netherlands,NLD,2020-06-10,9.571,
Netherlands,NLD,2020-06-11,10.738,
Netherlands,NLD,2020-06-12,9.571,
Netherlands,NLD,2020-06-13,12.256,
Netherlands,NLD,2020-06-14,10.447,
Netherlands,NLD,2020-06-15,8.346,
Netherlands,NLD,2020-06-16,9.629,
Netherlands,NLD,2020-06-17,8.112,
Netherlands,NLD,2020-06-18,6.828,
Netherlands,NLD,2020-06-19,6.711,
Netherlands,NLD,2020-06-20,6.245,
Netherlands,NLD,2020-06-21,4.435,
Netherlands,NLD,2020-06-22,5.311,
Netherlands,NLD,2020-06-23,3.793,
Netherlands,NLD,2020-06-24,3.735,
Netherlands,NLD,2020-06-25,4.786,
Netherlands,NLD,2020-06-26,6.42,
Netherlands,NLD,2020-06-27,5.311,
Netherlands,NLD,2020-06-28,4.027,
Netherlands,NLD,2020-06-29,4.26,
Netherlands,NLD,2020-06-30,4.435,
Netherlands,NLD,2020-07-01,2.918,
Netherlands,NLD,2020-07-02,3.618,
Netherlands,NLD,2020-07-03,4.494,
Netherlands,NLD,2020-07-04,4.377,
Netherlands,NLD,2020-07-05,3.56,
Netherlands,NLD,2020-07-06,4.26,
Netherlands,NLD,2020-07-07,2.101,
Netherlands,NLD,2020-07-08,2.159,
Netherlands,NLD,2020-07-09,3.035,
Netherlands,NLD,2020-07-10,3.035,
Netherlands,NLD,2020-07-11,2.451,
Netherlands,NLD,2020-07-12,4.727,
Netherlands,NLD,2020-07-13,5.894,
Netherlands,NLD,2020-07-14,4.144,
Netherlands,NLD,2020-07-15,3.093,
Netherlands,NLD,2020-07-16,6.186,
Netherlands,NLD,2020-07-17,5.778,
Netherlands,NLD,2020-07-18,6.011,
Netherlands,NLD,2020-07-19,7.412,
Netherlands,NLD,2020-07-20,8.404,
Netherlands,NLD,2020-07-21,10.797,
Netherlands,NLD,2020-07-22,9.513,
Netherlands,NLD,2020-07-23,9.805,
Netherlands,NLD,2020-07-24,9.513,
Netherlands,NLD,2020-07-25,11.147,
Netherlands,NLD,2020-07-26,7.995,
Netherlands,NLD,2020-07-27,12.489,
Netherlands,NLD,2020-07-28,11.964,
Netherlands,NLD,2020-07-29,13.014,
Netherlands,NLD,2020-07-30,14.415,
Netherlands,NLD,2020-07-31,19.959,
Netherlands,NLD,2020-08-01,19.726,
Netherlands,NLD,2020-08-02,25.153,
Netherlands,NLD,2020-08-03,18.15,
Netherlands,NLD,2020-08-04,21.71,
Netherlands,NLD,2020-08-05,31.515,
Netherlands,NLD,2020-08-06,24.862,
Netherlands,NLD,2020-08-07,35.075,
Netherlands,NLD,2020-08-08,30.289,
Netherlands,NLD,2020-08-09,28.363,
Netherlands,NLD,2020-08-10,33.674,
Netherlands,NLD,2020-08-11,33.557,
Netherlands,NLD,2020-08-12,45.463,
Netherlands,NLD,2020-08-13,38.168,
Netherlands,NLD,2020-08-14,33.674,
Netherlands,NLD,2020-08-15,37.117,
Netherlands,NLD,2020-08-16,38.051,
Netherlands,NLD,2020-08-17,29.53,
Netherlands,NLD,2020-08-18,28.071,
Netherlands,NLD,2020-08-19,28.422,
Netherlands,NLD,2020-08-20,32.215,
Netherlands,NLD,2020-08-21,30.873,
Netherlands,NLD,2020-08-22,31.165,
Netherlands,NLD,2020-08-23,29.647,
Netherlands,NLD,2020-08-24,26.612,
Netherlands,NLD,2020-08-25,33.382,
Netherlands,NLD,2020-08-26,24.161,
Netherlands,NLD,2020-08-27,33.265,
Netherlands,NLD,2020-08-28,29.764,
Netherlands,NLD,2020-08-29,29.589,
Netherlands,NLD,2020-08-30,29.18,
Netherlands,NLD,2020-08-31,29.647,
Netherlands,NLD,2020-09-01,30.639,
Netherlands,NLD,2020-09-02,26.904,
Netherlands,NLD,2020-09-03,53.342,
Netherlands,NLD,2020-09-04,24.57,
Netherlands,NLD,2020-09-05,43.42,
Netherlands,NLD,2020-09-06,38.168,
Netherlands,NLD,2020-09-07,53.983,
Netherlands,NLD,2020-09-08,46.513,
Netherlands,NLD,2020-09-09,56.201,
Netherlands,NLD,2020-09-10,66.531,
Netherlands,NLD,2020-09-11,48.031,
Netherlands,NLD,2020-09-12,74.001,
Netherlands,NLD,2020-09-13,71.842,
Netherlands,NLD,2020-09-14,63.38,
Netherlands,NLD,2020-09-15,75.752,
New Caledonia,NCL,2020-03-21,7.005,
New Caledonia,NCL,2020-03-22,7.005,
New Caledonia,NCL,2020-03-23,3.503,
New Caledonia,NCL,2020-03-24,7.005,
New Caledonia,NCL,2020-03-25,7.005,
New Caledonia,NCL,2020-03-26,17.514,
New Caledonia,NCL,2020-03-27,3.503,
New Caledonia,NCL,2020-03-28,0,
New Caledonia,NCL,2020-03-29,0,
New Caledonia,NCL,2020-03-30,0,
New Caledonia,NCL,2020-03-31,3.503,
New Caledonia,NCL,2020-04-01,0,
New Caledonia,NCL,2020-04-02,0,
New Caledonia,NCL,2020-04-03,0,
New Caledonia,NCL,2020-04-04,7.005,
New Caledonia,NCL,2020-04-05,0,
New Caledonia,NCL,2020-04-06,0,
New Caledonia,NCL,2020-04-07,0,
New Caledonia,NCL,2020-04-08,0,
New Caledonia,NCL,2020-04-09,0,
New Caledonia,NCL,2020-04-10,0,
New Caledonia,NCL,2020-04-11,0,
New Caledonia,NCL,2020-04-12,0,
New Caledonia,NCL,2020-04-13,0,
New Caledonia,NCL,2020-04-14,0,
New Caledonia,NCL,2020-04-15,0,
New Caledonia,NCL,2020-04-16,0,
New Caledonia,NCL,2020-04-17,0,
New Caledonia,NCL,2020-04-18,0,
New Caledonia,NCL,2020-04-19,0,
New Caledonia,NCL,2020-04-20,0,
New Caledonia,NCL,2020-04-21,0,
New Caledonia,NCL,2020-04-22,0,
New Caledonia,NCL,2020-04-23,0,
New Caledonia,NCL,2020-04-24,0,
New Caledonia,NCL,2020-04-25,0,
New Caledonia,NCL,2020-04-26,0,
New Caledonia,NCL,2020-04-27,0,
New Caledonia,NCL,2020-04-28,0,
New Caledonia,NCL,2020-04-29,0,
New Caledonia,NCL,2020-04-30,0,
New Caledonia,NCL,2020-05-01,0,
New Caledonia,NCL,2020-05-02,0,
New Caledonia,NCL,2020-05-03,0,
New Caledonia,NCL,2020-05-04,0,
New Caledonia,NCL,2020-05-05,0,
New Caledonia,NCL,2020-05-06,0,
New Caledonia,NCL,2020-05-07,0,
New Caledonia,NCL,2020-05-08,0,
New Caledonia,NCL,2020-05-09,0,
New Caledonia,NCL,2020-05-10,0,
New Caledonia,NCL,2020-05-11,0,
New Caledonia,NCL,2020-05-12,0,
New Caledonia,NCL,2020-05-13,0,
New Caledonia,NCL,2020-05-14,0,
New Caledonia,NCL,2020-05-15,0,
New Caledonia,NCL,2020-05-16,0,
New Caledonia,NCL,2020-05-17,0,
New Caledonia,NCL,2020-05-18,0,
New Caledonia,NCL,2020-05-19,0,
New Caledonia,NCL,2020-05-20,0,
New Caledonia,NCL,2020-05-21,0,
New Caledonia,NCL,2020-05-22,0,
New Caledonia,NCL,2020-05-23,0,
New Caledonia,NCL,2020-05-24,0,
New Caledonia,NCL,2020-05-25,0,
New Caledonia,NCL,2020-05-26,0,
New Caledonia,NCL,2020-05-27,0,
New Caledonia,NCL,2020-05-28,0,
New Caledonia,NCL,2020-05-29,3.503,
New Caledonia,NCL,2020-05-30,0,
New Caledonia,NCL,2020-05-31,0,
New Caledonia,NCL,2020-06-01,0,
New Caledonia,NCL,2020-06-02,3.503,
New Caledonia,NCL,2020-06-03,0,
New Caledonia,NCL,2020-06-04,0,
New Caledonia,NCL,2020-06-05,0,
New Caledonia,NCL,2020-06-06,0,
New Caledonia,NCL,2020-06-07,0,
New Caledonia,NCL,2020-06-08,0,
New Caledonia,NCL,2020-06-09,0,
New Caledonia,NCL,2020-06-10,3.503,
New Caledonia,NCL,2020-06-11,0,
New Caledonia,NCL,2020-06-12,0,
New Caledonia,NCL,2020-06-13,0,
New Caledonia,NCL,2020-06-14,0,
New Caledonia,NCL,2020-06-15,0,
New Caledonia,NCL,2020-06-16,0,
New Caledonia,NCL,2020-06-17,0,
New Caledonia,NCL,2020-06-18,0,
New Caledonia,NCL,2020-06-19,0,
New Caledonia,NCL,2020-06-20,0,
New Caledonia,NCL,2020-06-21,0,
New Caledonia,NCL,2020-06-22,0,
New Caledonia,NCL,2020-06-23,0,
New Caledonia,NCL,2020-06-24,0,
New Caledonia,NCL,2020-06-25,0,
New Caledonia,NCL,2020-06-26,0,
New Caledonia,NCL,2020-06-27,0,
New Caledonia,NCL,2020-06-28,0,
New Caledonia,NCL,2020-06-29,0,
New Caledonia,NCL,2020-06-30,0,
New Caledonia,NCL,2020-07-01,0,
New Caledonia,NCL,2020-07-02,0,
New Caledonia,NCL,2020-07-03,0,
New Caledonia,NCL,2020-07-04,0,
New Caledonia,NCL,2020-07-05,0,
New Caledonia,NCL,2020-07-06,0,
New Caledonia,NCL,2020-07-07,0,
New Caledonia,NCL,2020-07-08,0,
New Caledonia,NCL,2020-07-09,0,
New Caledonia,NCL,2020-07-10,0,
New Caledonia,NCL,2020-07-11,0,
New Caledonia,NCL,2020-07-12,0,
New Caledonia,NCL,2020-07-13,0,
New Caledonia,NCL,2020-07-14,0,
New Caledonia,NCL,2020-07-15,3.503,
New Caledonia,NCL,2020-07-16,0,
New Caledonia,NCL,2020-07-17,0,
New Caledonia,NCL,2020-07-18,0,
New Caledonia,NCL,2020-07-19,0,
New Caledonia,NCL,2020-07-20,0,
New Caledonia,NCL,2020-07-21,0,
New Caledonia,NCL,2020-07-22,0,
New Caledonia,NCL,2020-07-23,0,
New Caledonia,NCL,2020-07-24,0,
New Caledonia,NCL,2020-07-25,0,
New Caledonia,NCL,2020-07-26,0,
New Caledonia,NCL,2020-07-27,0,
New Caledonia,NCL,2020-07-28,0,
New Caledonia,NCL,2020-07-29,0,
New Caledonia,NCL,2020-07-30,0,
New Caledonia,NCL,2020-07-31,0,
New Caledonia,NCL,2020-08-01,0,
New Caledonia,NCL,2020-08-02,0,
New Caledonia,NCL,2020-08-03,0,
New Caledonia,NCL,2020-08-04,0,
New Caledonia,NCL,2020-08-05,0,
New Caledonia,NCL,2020-08-06,0,
New Caledonia,NCL,2020-08-07,0,
New Caledonia,NCL,2020-08-08,3.503,
New Caledonia,NCL,2020-08-09,0,
New Caledonia,NCL,2020-08-10,0,
New Caledonia,NCL,2020-08-11,0,
New Caledonia,NCL,2020-08-12,0,
New Caledonia,NCL,2020-08-13,0,
New Caledonia,NCL,2020-08-14,0,
New Caledonia,NCL,2020-08-15,0,
New Caledonia,NCL,2020-08-16,0,
New Caledonia,NCL,2020-08-17,0,
New Caledonia,NCL,2020-08-18,0,
New Caledonia,NCL,2020-08-19,0,
New Caledonia,NCL,2020-08-20,0,
New Caledonia,NCL,2020-08-21,0,
New Caledonia,NCL,2020-08-22,0,
New Caledonia,NCL,2020-08-23,0,
New Caledonia,NCL,2020-08-24,0,
New Caledonia,NCL,2020-08-25,0,
New Caledonia,NCL,2020-08-26,0,
New Caledonia,NCL,2020-08-27,0,
New Caledonia,NCL,2020-08-28,0,
New Caledonia,NCL,2020-08-29,0,
New Caledonia,NCL,2020-08-30,0,
New Caledonia,NCL,2020-08-31,0,
New Caledonia,NCL,2020-09-01,0,
New Caledonia,NCL,2020-09-02,0,
New Caledonia,NCL,2020-09-03,0,
New Caledonia,NCL,2020-09-04,10.508,
New Caledonia,NCL,2020-09-05,0,
New Caledonia,NCL,2020-09-06,0,
New Caledonia,NCL,2020-09-07,0,
New Caledonia,NCL,2020-09-08,0,
New Caledonia,NCL,2020-09-09,0,
New Caledonia,NCL,2020-09-10,0,
New Caledonia,NCL,2020-09-11,0,
New Caledonia,NCL,2020-09-12,0,
New Caledonia,NCL,2020-09-13,0,
New Caledonia,NCL,2020-09-14,0,
New Caledonia,NCL,2020-09-15,0,
New Zealand,NZL,2019-12-31,0,
New Zealand,NZL,2020-01-01,0,
New Zealand,NZL,2020-01-02,0,
New Zealand,NZL,2020-01-03,0,
New Zealand,NZL,2020-01-04,0,
New Zealand,NZL,2020-01-05,0,
New Zealand,NZL,2020-01-06,0,
New Zealand,NZL,2020-01-07,0,
New Zealand,NZL,2020-01-08,0,
New Zealand,NZL,2020-01-09,0,
New Zealand,NZL,2020-01-10,0,
New Zealand,NZL,2020-01-11,0,
New Zealand,NZL,2020-01-12,0,
New Zealand,NZL,2020-01-13,0,
New Zealand,NZL,2020-01-14,0,
New Zealand,NZL,2020-01-15,0,
New Zealand,NZL,2020-01-16,0,
New Zealand,NZL,2020-01-17,0,
New Zealand,NZL,2020-01-18,0,
New Zealand,NZL,2020-01-19,0,
New Zealand,NZL,2020-01-20,0,
New Zealand,NZL,2020-01-21,0,
New Zealand,NZL,2020-01-22,0,
New Zealand,NZL,2020-01-23,0,
New Zealand,NZL,2020-01-24,0,
New Zealand,NZL,2020-01-25,0,
New Zealand,NZL,2020-01-26,0,
New Zealand,NZL,2020-01-27,0,
New Zealand,NZL,2020-01-28,0,
New Zealand,NZL,2020-01-29,0,
New Zealand,NZL,2020-01-30,0,
New Zealand,NZL,2020-01-31,0,
New Zealand,NZL,2020-02-01,0,
New Zealand,NZL,2020-02-02,0,
New Zealand,NZL,2020-02-03,0,
New Zealand,NZL,2020-02-04,0,
New Zealand,NZL,2020-02-05,0,
New Zealand,NZL,2020-02-06,0,
New Zealand,NZL,2020-02-07,0,
New Zealand,NZL,2020-02-08,0,
New Zealand,NZL,2020-02-09,0,
New Zealand,NZL,2020-02-10,0,
New Zealand,NZL,2020-02-11,0,
New Zealand,NZL,2020-02-12,0,
New Zealand,NZL,2020-02-13,0,
New Zealand,NZL,2020-02-14,0,
New Zealand,NZL,2020-02-15,0,
New Zealand,NZL,2020-02-16,0,
New Zealand,NZL,2020-02-17,0,
New Zealand,NZL,2020-02-18,0,
New Zealand,NZL,2020-02-19,0,
New Zealand,NZL,2020-02-20,0,
New Zealand,NZL,2020-02-21,0,
New Zealand,NZL,2020-02-22,0,
New Zealand,NZL,2020-02-23,0,
New Zealand,NZL,2020-02-24,0,
New Zealand,NZL,2020-02-25,0,
New Zealand,NZL,2020-02-26,0,
New Zealand,NZL,2020-02-27,0,
New Zealand,NZL,2020-02-28,0.207,
New Zealand,NZL,2020-02-29,0,
New Zealand,NZL,2020-03-01,0,
New Zealand,NZL,2020-03-02,0,
New Zealand,NZL,2020-03-04,0.207,
New Zealand,NZL,2020-03-05,0.207,
New Zealand,NZL,2020-03-06,0.207,
New Zealand,NZL,2020-03-07,0.207,
New Zealand,NZL,2020-03-14,0.207,
New Zealand,NZL,2020-03-15,0.415,
New Zealand,NZL,2020-03-18,2.488,
New Zealand,NZL,2020-03-19,1.659,
New Zealand,NZL,2020-03-20,2.281,
New Zealand,NZL,2020-03-21,2.903,
New Zealand,NZL,2020-03-22,2.696,
New Zealand,NZL,2020-03-23,7.465,
New Zealand,NZL,2020-03-24,8.295,
New Zealand,NZL,2020-03-25,9.747,
New Zealand,NZL,2020-03-26,15.138,
New Zealand,NZL,2020-03-27,15.76,
New Zealand,NZL,2020-03-28,16.175,
New Zealand,NZL,2020-03-29,12.442,
New Zealand,NZL,2020-03-30,15.76,
New Zealand,NZL,2020-03-31,19.7,
New Zealand,NZL,2020-04-01,0,
New Zealand,NZL,2020-04-02,15.76,
New Zealand,NZL,2020-04-03,10.161,
New Zealand,NZL,2020-04-04,10.783,
New Zealand,NZL,2020-04-05,9.954,
New Zealand,NZL,2020-04-06,8.088,
New Zealand,NZL,2020-04-07,6.636,
New Zealand,NZL,2020-04-08,5.392,
New Zealand,NZL,2020-04-09,4.77,
New Zealand,NZL,2020-04-10,4.77,
New Zealand,NZL,2020-04-11,4.147,
New Zealand,NZL,2020-04-12,2.903,
New Zealand,NZL,2020-04-13,3.111,
New Zealand,NZL,2020-04-14,1.659,
New Zealand,NZL,2020-04-15,1.244,
New Zealand,NZL,2020-04-16,1.244,
New Zealand,NZL,2020-04-17,0.415,
New Zealand,NZL,2020-04-18,1.659,
New Zealand,NZL,2020-04-19,0.829,
New Zealand,NZL,2020-04-20,1.452,
New Zealand,NZL,2020-04-21,0.415,
New Zealand,NZL,2020-04-22,1.037,
New Zealand,NZL,2020-04-23,0,
New Zealand,NZL,2020-04-24,0.415,
New Zealand,NZL,2020-04-25,0.622,
New Zealand,NZL,2020-04-26,0.829,
New Zealand,NZL,2020-04-27,0.207,
New Zealand,NZL,2020-04-28,0.415,
New Zealand,NZL,2020-04-29,0.415,
New Zealand,NZL,2020-04-30,0.622,
New Zealand,NZL,2020-05-01,0.622,
New Zealand,NZL,2020-05-02,0.415,
New Zealand,NZL,2020-05-03,0.415,
New Zealand,NZL,2020-05-04,0.207,
New Zealand,NZL,2020-05-05,0,
New Zealand,NZL,2020-05-06,0.207,
New Zealand,NZL,2020-05-07,0.207,
New Zealand,NZL,2020-05-08,0.415,
New Zealand,NZL,2020-05-09,0.207,
New Zealand,NZL,2020-05-10,0.415,
New Zealand,NZL,2020-05-11,0.622,
New Zealand,NZL,2020-05-12,0,
New Zealand,NZL,2020-05-13,0,
New Zealand,NZL,2020-05-14,0,
New Zealand,NZL,2020-05-15,0.207,
New Zealand,NZL,2020-05-16,0,
New Zealand,NZL,2020-05-17,0.207,
New Zealand,NZL,2020-05-18,0,
New Zealand,NZL,2020-05-19,0.829,
New Zealand,NZL,2020-05-20,0,
New Zealand,NZL,2020-05-21,0,
New Zealand,NZL,2020-05-22,0.207,
New Zealand,NZL,2020-05-23,0,
New Zealand,NZL,2020-05-24,0,
New Zealand,NZL,2020-05-25,0,
New Zealand,NZL,2020-05-26,0,
New Zealand,NZL,2020-05-27,0,
New Zealand,NZL,2020-05-28,0,
New Zealand,NZL,2020-05-29,0,
New Zealand,NZL,2020-05-30,0,
New Zealand,NZL,2020-05-31,0,
New Zealand,NZL,2020-06-01,0,
New Zealand,NZL,2020-06-02,0,
New Zealand,NZL,2020-06-03,0,
New Zealand,NZL,2020-06-04,0,
New Zealand,NZL,2020-06-05,0,
New Zealand,NZL,2020-06-06,0,
New Zealand,NZL,2020-06-07,0,
New Zealand,NZL,2020-06-08,0,
New Zealand,NZL,2020-06-09,0,
New Zealand,NZL,2020-06-10,0,
New Zealand,NZL,2020-06-11,0,
New Zealand,NZL,2020-06-12,0,
New Zealand,NZL,2020-06-13,0,
New Zealand,NZL,2020-06-14,0,
